股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1503,士電,2026-01-16,200.0,197.0,-1.5%,16524,3303,5.0
4576,大銀微系統,2026-01-16,126.5,126.0,-0.4%,5783,937,6.17
4533,協易機,2026-01-16,27.8,30.35,9.17%,15624,2474,6.31
2312,金寶,2026-01-16,34.6,33.7,-2.6%,406559,73871,5.5
6438,迅得,2026-01-16,150.5,158.0,4.98%,7780,1018,7.64
3591,艾笛森,2026-01-16,21.8,21.2,-2.75%,6695,638,10.48
8104,錸寶,2026-01-16,36.45,39.95,9.6%,13711,2198,6.24
1540,喬福,2026-01-16,27.1,28.0,3.32%,7458,936,7.96
1536,和大,2026-01-16,60.1,64.7,7.65%,14911,2620,5.69
1524,耿鼎,2026-01-16,31.45,32.95,4.77%,12924,2170,5.95
1522,堤維西,2026-01-16,49.3,51.1,3.65%,8877,1504,5.9
4510,高鋒,2026-01-16,46.1,49.15,6.62%,19463,2750,7.08
1514,亞力,2026-01-16,107.5,114.0,6.05%,28287,4531,6.24
8473,山林水,2026-01-16,42.55,41.85,-1.65%,12482,1466,8.51
3501,維熹,2026-01-16,59.0,58.0,-1.69%,6407,728,8.79
4510,高鋒,2026-01-15,45.0,49.15,9.22%,14198,1798,7.89
4533,協易機,2026-01-15,26.75,30.35,13.46%,14844,1717,8.64
6449,鈺邦,2026-01-15,191.0,180.0,-5.76%,5589,1060,5.27
5381,合正,2026-01-15,27.5,28.7,4.36%,19976,3009,6.64
6173,信昌電,2026-01-15,77.1,74.3,-3.63%,59529,11603,5.13
6284,佳邦,2026-01-15,97.4,92.0,-5.54%,22800,3276,6.96
6834,天二科技,2026-01-15,35.5,36.05,1.55%,5792,1004,5.77
8104,錸寶,2026-01-15,33.95,39.95,17.67%,11701,1669,7.01
8476,台境*,2026-01-15,24.95,22.3,-10.62%,38028,2650,14.35
3645,達邁,2026-01-15,55.3,60.7,9.76%,9412,1609,5.85
3501,維熹,2026-01-15,55.0,58.0,5.45%,5187,418,12.39
1503,士電,2026-01-15,205.5,197.0,-4.14%,18639,2513,7.42
2331,精英,2026-01-15,29.8,27.25,-8.56%,56146,9774,5.74
1514,亞力,2026-01-15,110.5,114.0,3.17%,21596,3221,6.7
2030,彰源,2026-01-15,16.8,16.45,-2.08%,6373,1268,5.02
2032,新鋼,2026-01-15,17.0,16.8,-1.18%,5636,990,5.69
3221,台嘉碩,2026-01-15,28.2,26.45,-6.21%,12245,1420,8.62
2312,金寶,2026-01-15,31.95,33.7,5.48%,386143,56501,6.83
2484,希華,2026-01-15,27.8,26.45,-4.86%,17343,1419,12.21
2371,大同,2026-01-14,39.0,38.85,-0.38%,213977,38684,5.53
2332,友訊,2026-01-14,15.6,16.15,3.53%,17451,3351,5.21
5425,台半,2026-01-14,67.9,65.7,-3.24%,48433,6077,7.97
4533,協易機,2026-01-14,23.0,30.35,31.96%,6122,1000,6.12
2375,凱美,2026-01-14,98.3,104.5,6.31%,26100,4382,5.96
6284,佳邦,2026-01-14,85.5,92.0,7.6%,11994,2171,5.52
2305,全友,2026-01-14,13.9,14.85,6.83%,12227,2007,6.09
2478,大毅,2026-01-14,75.0,70.4,-6.13%,25284,3213,7.87
6592,和潤企業,2026-01-14,60.4,62.2,2.98%,6698,1052,6.36
4510,高鋒,2026-01-14,41.2,49.15,19.3%,7573,1126,6.72
1589,永冠-KY,2026-01-14,16.5,17.75,7.58%,6034,1137,5.3
1513,中興電,2026-01-14,148.5,160.0,7.74%,27327,3617,7.56
1503,士電,2026-01-14,182.5,197.0,7.95%,8561,1651,5.18
8476,台境*,2026-01-14,22.7,22.3,-1.76%,7092,774,9.16
9955,佳龍,2026-01-14,38.5,34.45,-10.52%,19093,2773,6.88
