CB代號,CB名稱,個股現價,轉換價格,餘額比例(%),距轉換價差距(%),已發行/近期上市
36913,碩禾三,118.0,118.0,100,0.0,已發行CB
30455,台灣大五,111.5,111.3,100,0.18,已發行CB
80746,鉅橡六,80.3,80.5,100,-0.25,近期上市
41684,醣聯四,24.0,23.91,100,0.38,已發行CB
15142,亞力二,110.0,109.2,100,0.73,已發行CB
41237,晟德七,39.0,39.3,65.35,-0.76,已發行CB
25483,華固三,126.0,125.0,100,0.8,已發行CB
41236,晟德六,39.0,38.6,90.89,1.04,已發行CB
61777,達麗七,45.5,46.1,99.9,-1.3,已發行CB
33246,雙鴻六,1140.0,1124.0,100,1.42,已發行CB
60151,宏遠證一,14.2,13.95,17.73,1.79,已發行CB
66292,泰金二KY,117.5,119.8,97.57,-1.92,已發行CB
25484,華固四,126.0,123.5,100,2.02,已發行CB
52844,jpp四KY,343.0,336.0,100,2.08,近期上市
84624,柏文四,149.0,152.2,100,-2.1,近期上市
84624,柏文四,149.0,152.2,100,-2.1,已發行CB
22283,劍麟三,87.2,85.36,92.90,2.16,已發行CB
80426,金山電六,58.6,60.0,100,-2.33,已發行CB
77131,威力德生醫一,67.9,69.6,100,-2.44,已發行CB
44391,冠星一KY,98.1,100.8,98.4,-2.68,已發行CB
62822,康舒二,47.35,46.1,100.00,2.71,已發行CB
55344,長虹四,77.8,80.0,100,-2.75,已發行CB
52844,jpp四KY,343.0,353.0,100,-2.83,已發行CB
37012,大眾控二,65.8,63.96,3.35,2.88,已發行CB
45102,高鋒二,47.0,48.41,94.72,-2.91,已發行CB
27271,王品一,226.5,233.4,99.99,-2.96,已發行CB
33247,雙鴻七,1140.0,1105.0,100,3.17,已發行CB
33233,加百裕三,33.65,32.6,8.43,3.22,已發行CB
45031,金雨一,44.4,46.0,100,-3.48,近期上市
68401,東研信超一,68.1,65.7,98.9,3.65,已發行CB
30337,威健七,35.75,34.44,100,3.8,已發行CB
49231,力士一,33.3,34.66,100,-3.92,已發行CB
61012,寬魚國際二,40.45,38.9,100,3.98,已發行CB
30954,及成四,41.2,39.5,100,4.3,已發行CB
33763,新日興三,204.0,195.2,99.61,4.51,已發行CB
52441,弘凱一,42.45,44.5,97.26,-4.61,已發行CB
35914,艾笛森四,23.35,24.5,100,-4.69,已發行CB
33902,旭軟二,25.35,24.2,100,4.75,已發行CB
69131,鴻呈一,132.0,126.0,100,4.76,已發行CB
47721,台特化一,308.0,323.8,100,-4.88,已發行CB
66034,富強鑫四,25.3,26.63,100,-4.99,近期上市
66034,富強鑫四,25.3,26.63,100,-4.99,已發行CB
